text,note,theme,confidence
"I am totally satisfied with the fast and simple service.
 I obtained the online insurance quote very quickly and I was able to subscribe to the contract the same day",5,Customer Service,0.4933166205883026
Loading...,1,Coverage,0.3559519350528717
"I am satisfied with the welcome from AMV to ensure my scooter, hoping to continue to trust you at length, the pleasure of your support.",5,Customer Service,0.6316261887550354
No insurance takes care of nothing and in addition you have to pay deductibles for me 0 insurance levels has been twice in a row that it grille2,1,Cancellation,0.29901808500289917
"Hello, the Carac is to be avoided. Very fast to accumulate the funds, but after death it is lamentable. A real obstacle course ... Our areies fought for France, today it is we who fight against the Carac.",4,Coverage,0.3636903464794159
"The price for an insurance all risk is correct, the services offered also and then I am already a customer for home insurance with you so also linked to my account my future auto contract",5,Pricing,0.5260266065597534
Cardif voluntarily dragged us 2 files at I sent back 4 times the files still lacks papers that I provided files open the year last and still no answer or that of the really impressive wave without quoting withdrawals that were made for me during more than 2 years for non -existent insurance justice,2,Customer Service,0.38002142310142517
"Abominable advisers and service,

I subscribed to this insurance in December 2016. I was baited by the kindness of the advisor who assured me that she would take care of the termination of my old contract and the request of the statements of Information concerning me and concerning my husband. I therefore transmit the documents she needed (gray card, permit, signed contract, etc.)
A few weeks later, I am asked for these famous RIs that I send immediately. Still a few weeks, I am asked that they are less than two months old, and it is starting to become heavy but I still refer when I have to call 5 insurance to have those of my husband and mine (for the 36 months) . I await and wait, to be sure that everything ok, I call customer service and I have a certain advisor who barks on the phone that I have to wait like everyone ...
It's been three months since I returned documents that are not treated, I only receive emails from ""this is missing and that"". I have never seen such slow and non -professional insurance.

I asked to terminate and go to competition but to no avail !!!
",1,Cancellation,0.33687031269073486
"Very good telephone reception and very complete information ...
Very friendly and pleasant interlocutor.
For a platform it is really top ..
More than waiting if the request will be properly processed.",4,Coverage,0.5697479844093323
I am satisfied with the speed of shaking up a contract in the name of my wife to a contract with my name for the same car. It remains for to terminate the contract of my wife Amana Moussa,4,Cancellation,0.5843688249588013
"Very pleasant telephone service and top subscription level
I plan to do home insurance in addition to two car insurance at home
",4,Customer Service,0.31058618426322937
"I am satisfied with Direct Insurance services as a young driver.
Only downside, I did not find how to settle monthly and not annually",1,Coverage,0.33163443207740784
"I would like to share my catastrophic experience as well as almost at April, no loss management after accident, no return to our multiple requests on the situation, lack of consideration and listening to its own customers.
Especially completely ineffective !!!!

",3,Customer Service,0.5399045944213867
"Simple and practical service. As a young driver: first very pleasant experience.
And also very affordable and therefore very accommodating price",5,Customer Service,0.2657043933868408
Generally good insurance,2,Coverage,0.6916810870170593
"Degree, demoralized, after several telephonic and email reminders, always no payment, in + health concerns are added financial concerns because of the non -payment of my invalidity pension, it is unacceptable, each time in such, I am replied Whether they do not know, or when the file is being processed, however before each month, I admit the payment 1 week after, what is happening !!! An answer at least, thank you !!",5,Customer Service,0.25747597217559814
"Hello,
I am assured Maif Auto. I underwent an act of vandalism on my car, I made my declaration to the customer service of MAIF. 1st contact: I am offered to go to a Maif partner garage of my choice. A few minutes later, I receive an email asking me to go to a very specific garage that I did not choose! I recall customer service that responds to me in a very unpleasant way. Anyway ... I let pass.

So I go to the partner garage which tells me a price. Given the high franchise, I share the maif of my refusal of repair. Customer service therefore indicates that I was going to receive compensation (value of repairs - the franchise).
Some of them after I receive a letter from the expert who tells me a sum calculated according to the Maif scales: less than 50% of the mechanic's prices !!! Result: I cannot have the price of MAIF alone because no garage in France works free (or almost seen the small amount of maif estimates) and I cannot therefore claim any compensation ...
I share my dismay in the Maif complaint service which makes me morale because I would not have had to use certain words towards them.

I am very disappointed with Maif.",1,Customer Service,0.6200745105743408
"Currently I am satisfied with my contracts: prices and simplicity.
No incident during the past year.
I hope everything will continue in this direction in the future.",4,Pricing,0.5584979057312012
"I am very disappointed with this company. I have been insured since 08/15/2019 and I learn by wanting to ask for the new green sticker, that since July 15 I have been terminated my contract without warning me either by mail and I find myself during the holidays Without insurance and in order to rent a vehicle at a high price (€ 844) which cannot cancel the holidays at the last minute to the happiness of my family and children. I had the impossibility of subscribing to another insurance because the Olivier Insurance made an error when terminating by putting a reason a termination on the subscription date (impossible) and suddenly no insurers could take me back (the all because of 2 non -responsible claims). I find unfair the treatment I have undergone and especially at this period of pandemic or we still need insurance I intend to take legal measures and not leave this type of action for a benevolence of future consumers.",1,Cancellation,0.477668821811676
"Thanks to Maria for her kindness, she knew how to guide me on the phone. Very professional and above all of great patience for novice people like me.",4,Customer Service,0.5397873520851135
"Prices are a bit expensive for a vehicle parked in an enclosed garden with gate.
Having only 5 fiscal and 105hp ... I will surely turn to another insurers",1,Pricing,0.6189287900924683
Forget my password. Check after several attempts. Mutual Harmony of Plerin (Costs d'Armor) can do nothing (first and last year),3,Pricing,0.27457723021507263
To flee !!!,1,Cancellation,0.8801014423370361
Contribution which increases from year to year without having had any claim for 6 years. I do not understand why I pay a blind for minimum guarantees.,2,Coverage,0.35899871587753296
"I am satisfied.
The prices are attractive, not too expensive for a young driver.
Simple and practical.
The monthly payment would have been better, however.",3,Pricing,0.6065815091133118
"It was good ... Unfortunately, it changed! I did a test with a simulator on the internet to find out the price of my insurance with them ... 125 instead of 200 euros ... I call them by phone, in fact, it is a preferential rate for new clients !! For those who are already customers, it is better to terminate ....",4,Pricing,0.3680208623409271
"It has been more than 3 months since I sent a file for Simulation Rent Perp. No response from them, impossible to reach on the phone. Nul to avoid absolutely. If it was to be redone it is not there that I will place my savings.",3,Customer Service,0.38302356004714966
I am satisfied it is fast and not dressed in the advice is very professional and I finally managed to ensure my car even by being a young driver.,5,Coverage,0.42134255170822144
"I am satisfied with the service.
Communication is correct.
The price is a bit high, and my driving years abroad have not been valued.",5,Coverage,0.45857182145118713
Cool it's fast good assurance thank you to you have a good day it's been 2 years I am insured at home never a claim so may not judge the rest,5,Coverage,0.6331977248191833
Excessive price compared to other companies and the service leaves something to be desired. I remain only because other companies refuses me because I have been the victim of a disaster but I will leave as soon as I could,2,Pricing,0.7587282061576843
"Thank you for this quick processing of my file. It's nice: fast, efficient and rates that are always so interesting. I wish you a very nice day",4,Customer Service,0.3509930968284607
"Simple and practical, I was able to subscribe quickly by phone to validate a quote made online. Customer service has been effective and correct, I will recommend",2,Customer Service,0.9098249673843384
"Hello
I have stopped for more than three months and still no news from Allianz.
The worst insurance on the market. I will terminate all my contracts (housing, vehicles, mutuals for employees, multi -risk contracts for businesses ....)",4,Cancellation,0.38057953119277954
"Simple and practical, ease of access. The prices are very competitive. Hopefully not be disappointed afterwards. I do not think, Direct Insurance is particularly well rated.",1,Pricing,0.6268426179885864
"Efficient service online and by phone for the implementation of the contract.
Affordable price for a young license. I recommend this insurance

",4,Customer Service,0.35153132677078247
"Do not let yourself be with the attractive prices ... they only increase each year. My bonus increases, and each year I fight so that my price is regulated.
Supposedly, it is increased because of the claims around my house.
In the end, in 3 years I was increased by 300 €, I had only one break of ice in almost 3 years, it is expensive the windshield. I move in October in a house with garage and alarm etc ... I would solve direct",1,Pricing,0.505161702632904
"Clearly clear and precise advisor easy to understand. The giving prices are very correct and very affordable but a shame not yet to do motorcycle insurance.
",4,Pricing,0.32040077447891235
"Cambarolet a month ago is half and always no padding as well as my door to still do not replace innadmicable the sowing, however, continuously withdraw my home and cars contracts well and cars",3,Cancellation,0.5711871385574341
"He contacts me by phone telling me that they had tried to join several resumptions by such and mail because I had to be entitled to complementary health from September.
So I told him that I had never been contacting, he maintained, however, that he had done so.
Once his explanation finished he asked me my Iban and it was he who had to give me the last 2 figures.
I was not wanted to tell him that I did not have the ways to provide him, he then asked me as to do because he will not remember and that I had until December to subscribe to it, making me believe that he could have Do something after December 1 and that I had to subscribe to it as soon as possible.
So I told him not to send a contract and answered me dryly, I wanted to ask him a question and I barely said 1 word that he hangs up.

He reminds me of a few minutes after because he understood that I wanted to talk to him.
I was asking him for more information, he was kind enough to provide me.
After talking about it I therefore subscribed, he sent me a code by message that I had to send him back.
He told me that I had a 14 -day withdrawal delay, I will not wait 14 days to stop all because I have the same type of contract where I assured my vehicle.

Putting myself pressure for me to subscribe to this mutual I have not had time to check in my paper.
",3,Customer Service,0.19473880529403687
In disability 2 category following an illness and insurance does not take me into consideration because it is estimated that I do not enter their percentage granted while I had taken 100% per capita.,1,Coverage,0.27736014127731323
"I am satisfied with the service. I had an advisor by the name of Pierre-Yves, very professional, attentive, was able to meet my expectations. For the moment nothing to complain about",5,Customer Service,0.6977134943008423
"Customer service & very pleasant sale!
There have been some inconsistencies at the price level during online quotes. However, during the call, this was to my advantage.

I recommend your insurance to all my loved ones!",5,Customer Service,0.8012886047363281
"Sinister due to 1 flood since August 2017.
Crazy tiles ... Still no response for treatment after 6 emails sent. With supporting photos. They were answered at the beginning by asking for more evidence without wanting to pass an expert. And no response to my last 3 emails with the photos requested",1,Coverage,0.40344053506851196
"Disappointed by my experience at the Insurance Olivier, at the start of very attractive tariff, on the other hand the following years ... Significant increase (without any declared claims), moreover I made two requests for quotes for the same car with information Identical and the prices are different overnight and with large differences, it looks like it on the stock market and we have to make it have, each time you make a small transformation is 15 euros in fees of costs 'Writing, really not serious. This is the first year but afterwards we have to change otherwise we fall at the same price as the competition ... not interesting.",2,Pricing,0.633785605430603
Change of insurance contracts without telling the insured we no longer understand anything because I am told different ways for the same subject and we do not say his say knows as his,4,Coverage,0.3292488157749176
"Having had no accidents for more than 20 years (rental car) and having acquired a car again since 2019, I am amazed not to benefit from a more important bonus ...",5,Coverage,0.43122851848602295
"I admit to being surprised not certain negative opinions which even scare me for the future! I post my opinion and it is the first time to restore a part of positive because I am super satisfied with Maif. To start in terms of quality of listening to customer service I am very satisfied! My brother -in -law is insurance broker and he is himself very surprised by Maif! Even more with the problem that it happened to me recently and that I will tell you later! In terms of price and for the quality of the fullness formula he could never line up so I left his agency for maif (I am a trainer so a very correct rate) and since that is only happiness ! A few days ago my car broke down in a phone call I had a car from a rental company that was reserved for me! I had it for 7 days (4+2+1) and the day before the evening to make the vehicle (a 2018 Twingo that I had with 5 km on the clock) I stamped the bumper in a small post (protective) in a parking in the dark! The worst part is that the car I had parked it super far so that a person gives us a door! I had taken care like never before (800 euros of deposit). I spent an awful night and I was broken down! I no longer knew what to do I was too afraid of losing my deposit! Even my beautiful brother confirmed to me that the rental company will take the deposit and then that I will be reimbursed may be by my insurance but not on because in the rental of the lessor the deductible of franchise was not valid in the event of negligence! After long breathing I called the maif and the they were exceptional they reassured me and said that I did not have to get used to it and that I should especially not leave without my deposit from the rental company and That if there was a bp you had to call them! Of course arrived at the rental company (opinion) The guy laughs at me by telling me ""what is it for you to be taken for 800 euros of deposit if we do not use it! I explain the conversation with the maif and He says to me laughing ""Ah it's normal your insurer will not tell you the opposite it's all the same"" and the he announces that I have 750 euros! I do not let go and he Request to call the maif! Before that he calls his manager and a colleague from another agency who tells him that he must take the deposit and that it does not exist an insurance that settles the case without anyone Go through the surety! And I manage to reach the maif, explains the situation (I was afraid of passing for a C .. he had managed to put me in doubt) and she asks me to pass the rental company !! !! And the total kiff when he put the loudspeaker! She slammed him very politely ""he has only certainty to have in this file is that Monsieur d .... (me) will not be not debited with a penny and You go and give him back to him !!! She slammed two three things related to the contract and the guy he was disgusted !!! He had assured me that whatever my insurance said he would listen to his chef !! Ahahaah thank you the maif! After the phone call I waited for 5 min that he received email for the damage to the damage and I left with my surety and the apology as a bonus !! I never imagined that an insurer will deal with so much with so much 'regard! My 4 work colleagues went to Maif with what I had told them (even before this story) and they are just as satisfied as me! And especially in PRX TEMR it is hyper advantageous (can be linked to the status of trainer)! So for the first time in my life I leave a comment because I could not continue to see so many negative things SAS react! Sometimes the satisfied must speak if not the opinions of certain influence in an erroneous way the choice of future customer who would be happy with them! I have nothing to gain and I am not a false comment lol! For the moment no increase in my deadline and no penalty linked to this case! I will keep you informed. To continue in my misfortune I received a pebble on my windshield and I broke ice but hey I wait because I do not want him to think that I only have problems doc business to follow!
I leave my email address if a person wants more details. Here it is a superb insurance! I have been there for two years and I even managed to win a lot on my home loan insurance at the Postal Bank by showing a MAIF insurance quote! BP could not align but I won 40 ahah percent !!",4,Customer Service,0.8545871376991272
The prices are unbeatable. I made quotes with several insurances and you! Were the cheapest. So I didn't hesitate. In addition to Direct Insurance takes care of the termination of my contract,2,Pricing,0.6094847917556763
"The best price I found !! I recommend the assistance warranty, for a moderate cost, it is a security during the trips and the system is ready.",5,Coverage,0.40973207354545593
Loading...,5,Coverage,0.3559519350528717
"Macif no human value
The Macif left us with our 4 children in a hassle 450 km from our home for a deductible of 350 euros that we cannot pay immediately and the garage does not want to give us the vehicle and despite our requests to the Macif To cancel the franchise exceptionally and reimburse them at the end of the month, we had refusals. It's disgusting and after the Macif says he has values! Damn! No difference with other insurance groups. Before going to pay millions of euros to associations they would better deal with their member above all",1,Cancellation,0.5667099952697754
I am satisfied with the service and the offer that April Moto offers. I think I can take the road serenely knowing that I am potentially well insured.,3,Coverage,0.3732803165912628
"Very satisfied with the service offered, I recommend for any motorcyclist wanting to make sure to come and do it at home.
For a person having no knowledge it is very simple and very fast.",3,Coverage,0.29540762305259705
"I am satisfied with the service rendered, but your prices are exorbitant! I've been with you for almost 6 years! should be thinking of making offers. I don't buy super rare cars either. Without reaction from you and reasonable prices for the type of car, I would look elsewhere.",1,Customer Service,0.5784488916397095
"Simple, fast efficient and clear, moreover, the prices are much more reasonable than a classic bank. Personally the price is divided by 3.",4,Pricing,0.3637986481189728
"Néoliane Santé calls for canvassing via a DNA company, which called me despite my registration on Bloctel (blocking of telephone canvassing), and using muscular methods to convince the called to subscribe online compensation insurance following accident.",2,Coverage,0.2939757704734802
I am satisfied with the price of the quick product not complicated to fulfill the questionnaire The conditions for the price are good in this which concerns me I will recommend direct insurance,4,Pricing,0.30526411533355713
"I am very unhappy, I discover samples from my 18 € account for which I have no current contract !!!
I await an immediate refund of these sums !!!",1,Cancellation,0.3599277436733246
"For the moment everything is fine, we will see over time what it gives because it is a first subscription for me.
In any case, price level I strongly advise.",1,Pricing,0.3754839301109314
"Very happy with my GMF insurance I have been insured for over 40 years and I recommend this insurance to everyone
When I have broken down on the road a little stroke of Tel, and presto coated immediately, it's great !!",2,Coverage,0.41517284512519836
"Powerful assistance in the event of a breakdown or accident
Effective refund during a break -in of my vehicle with seats flight
I did not have the opportunity to use other services",1,Cancellation,0.5105114579200745
Very professional. Very satisfied. I am happy with the service and the price is reasonable. Too bad it is not label ... I could have been reimbursed by my town hall employer,1,Customer Service,0.44293010234832764
"Meeting with mutual harmony (without ""s"" at the end) since 2014, I have to fight (I weigh my words!) To be reimbursed for few needs that are mine (weak glasses, teeth) I benefit from the 100% With the S. S. therefore this mutual insurance company does not have to intervene either for medical consultations, or for drugs (for which I pay myself the vignettes other than white (blue and orange which have disappeared)
My last complaint concerns a crown (dental prosthesis) for which Harmonie M. is in his 3rd different justification after having accused my dentist of practicing free fees, which is not the case!
She refuses to reimburse me the Rac0 basket (remains on charge 0) by now incriminating my contract which however had indeed been advised by their salespeople !!! I terminate as soon as possible, which is hardly possible before the end of this year !! To flee",5,Coverage,0.25750666856765747
Contributions keep increasing despite a bonus that also increases because I have never had an accident prices remains high enough for the right drivers,2,Pricing,0.4710044264793396
"Simple and practical, pleasant service with an impatable price. I highly recommend for people who have just bought their first vehicles!",4,Pricing,0.286294549703598
I am satisfied with the services and advantageous prices. The advisor was very explanatory regarding the procedure to follow. Thank you very much I highly recommend assurance the olive tree.,4,Customer Service,0.5230116844177246
Very satisfied with this insurer I tried another and came back very quickly because they are really attentive and do the maximum for the declared claims. The Sables-d'Olonne staff is very professional especially the elders,5,Customer Service,0.4264432489871979
"Satisfied.

Reactivity, simplicity. Attractive price from a competition point of view. To see the responsiveness of the advisers if necessary. For the moment very satisfied.


",4,Pricing,0.3553367853164673
"Hello,
Insured at Direct Insurance since April 2018, I changed my vehicle in December 2020.
I ensured any risk of an Audi A4 before 2016 on December 08 for an amount of 737.37 euros.
This sale canceled because the seller has withdrawn, I resume my research.
I find exactly the same model and assures it on December 22 for this time 862.23 euros including tax.
On March 10, I receive my schedule for the year which is this time 931.03 euros including tax.
Surprised by these successive increases, I take the process for an online quote and this one rises for the same vehicle and the same services at 417.34 euros TTC !!! Not even half of what I pay.
On March 15, I phoned an advisor who explained to me that this quote is only aimed at new customers and that the increases are consecutive to accidentability in my region. I was then offered a ridiculous reduction of 50 euros on my annual bonus.
I specify that I had no claim since I was with this insurer and has a 50%bonus.
Is it legal to practice such difference between new customers and loyal customers ???
At this price no interest in staying with an online insurer, I can find an agency in my street with a single contact.
Cordially.
Pascal Mathieu
84500 Bollene

PS: I keep the different documents at your disposal if necessary.

",5,Cancellation,0.31290969252586365
"The prices suit me for the moment, and I hope that the services and the responsiveness will be up to par.
I will see in use.
I hope I don't have to ask you too much",2,Pricing,0.29333680868148804
"I do not satisfy I want to terminate and I do not arrive, sour the application tells you that and knows it of the internet I arrive sour knows it and no happen",1,Cancellation,0.5989227890968323
"MAIF has changed in 20 years and clings to its mutualist past as a screen that would make. My case is not catastrophic but testifies to the new MAIF mentality.

I broke down 30 km from my usual mechanic with a package of 180 euros in troubleshooting. I therefore ask that my vehicle be towed to my mechanic, even if it means paying the passage of package.

No more than 15 km of tow, said the MAIF assistance! I point out that nothing in my contract stipulates such a limit, the only contractual limit is financial: 180 euros maximum.

Response from the MAIF: ""Admittedly, it is not written in your contract but it is the usual practice. Sorry.""

MAIF above contract law! Finally, not want to embark on legal proceedings with this ""militant"" insurer. I change insurer next week. After 31 years of contributions.",1,Customer Service,0.3848538398742676
"I am satisfied with the olive assurance in quality / price therme.
I renew my confidence in this second car insurance contract at the Olivier Insurance.",4,Pricing,0.38283461332321167
"Simple, practical, fast and inexpensive. I think I'm going to put my two cars at home, I have to wait for my new mineralogical plates.
Yours",5,Enrollment,0.4064146876335144
"I am not satisfied at all, I have just seen that I still have a double contract of my old accommodation when I had done the necessary online during my move. Since 2018 I have continued to pay two annual contributions.",2,Coverage,0.255730539560318
My opinion dear and a pity that the tires are not supported or the wire of keys which are not supported. And if there is a change in damage that we are not warned.,3,Coverage,0.3527483642101288
A year at home and disappointed with customer service who does not hold their words and leaves me with a big problem !!! So I find myself without insurance with my new vehicle and what is said by customer service is not logical and each person on the phone is against it! No results at the end !!!,5,Customer Service,0.9519709944725037
"I would have liked to be warned before it was necessary to settle 3 months of advances.
But unbeatable on their prices I highly recommend!
I will surely remain there for my third motorcycle.",3,Pricing,0.4438978433609009
"The team that manages my file in my region (Bordeaux) is competent, responsive and sympathetic and it is not a really a platform. thanks to them",4,Coverage,0.4744335114955902
Super site and really advantages compared to others I am happy to have subscribed to Direct Assurance. I hope all will go well but I trust,4,Coverage,0.47024914622306824
"This is the so -called insurer is reluctant to repay as soon as the invoice exceeds the amount you have contributed!
Execlable telephone exchange with incentive to change insurer.
Too easy !
No interest in taking such insurance",1,Coverage,0.32343119382858276
"Fast and honest with good interlocutors that are both sympathetic and helping, I renew at home min second vehicle because no worries at home!",1,Coverage,0.4001925587654114
"Easy and practical. I recommend Direct Insurance for the home and the car.
The prices are very interesting and the choice of insurance is variable.",2,Pricing,0.510341227054596
"I carried out on January 9, 10 and 11 2020 three transfers of advance reimbursements on the AFER account
After 3 months of unsuccessful approaches to AFER, procedures of my advisor, phone calls (the rare times I managed to reach a correspondent), emails, the first two payments were finally credited, without my knowing 'elsewhere their value date.
For a reason that completely escapes me the third advance reimbursement of January 11, 2020 is still not taken into account despite many new steps
I provided AFER the three certificates of transfer from my bank.
I don't know what to do to have satisfaction.",1,Coverage,0.31422820687294006
"I do not understand how Direct Insurance can argue that my vehicle makes 7CV when its gray card attests that it is 5hp. The steps to succeed in obtaining their case on an evidence also seems to me to be dissuasive ...
",4,Enrollment,0.23788359761238098
I had a adviser who is named Widad very kind who has informed me with great kindness and very good clear and precise explanations.,5,Coverage,0.41451573371887207
"Customer for a few years with departures and return Suite sale of the vehicle, I am satisfied with the service and the prices are attractive, only the franchise is a bit high.",1,Customer Service,0.4686923027038574
"Unreachable claim service on weekends. Impossible to reach an operator today on Monday either, despite 7 calls. No possibility either by internet form. Yet a service 7 days a week and 24 hours a day is announced on promotional media!",4,Coverage,0.3609827160835266
Loading...,1,Coverage,0.3559519350528717
"The service was effective and understanding because the prices are below what my bank offered me.
Have a lovely day everybody.
Cordially
Stéphane Bonello",2,Coverage,0.4466871917247772
"Fast and perfect!
This is the second time that we have called on Zen-Up, and we will do it without hesitation.
The offers are much more competitive and much less complex, all in digital",5,Coverage,0.2778206467628479
Very good monitoring of my loss over time following a large bicycle fall with physical and material damage.,1,Coverage,0.5964078903198242
"Too bad we can't put 0, following big health seeds, insurance no longer takes care of because my husband ""is consolidated"" the joke after an artrodese operation misses painful pain an impossible standing more than 1 hour In a row, for their experts all is well, he can no longer resume his job according to their expert incapacity to resume his customary rate incapacity 100%, on another profession 50% despite that he does not compensate anything because he can exercise a profession of surveillance surveillance !!!!!! dixit the expert report of who makes fun of it, they wait although he puts a ball because yes he is at the end of the obvious physical pain is added a very big depression. I would like the See these insurancers after 3 years to suffer physically night and day not to sleep on a decent night, our life stopped following this accident more out of the way, more vacation, living with someone who suffers permanently and far from being obvious the whole family is impact é. A advice run away to flee. I specify that I have always been at the CMB all my accounts and insurance are there, my father was a chiter worked there. What disappointment. more listening. A advice run away.",1,Cancellation,0.3799598217010498
"Sympathetic advisor
Correct price, and clear explanations.
To see in time if the insurance is a compassant.
Hoping not to need it.
",1,Pricing,0.4999925196170807
"Very convenient
Quote in 10 min which is very easily done when you have all the information necessary for its development
I recommend this site and this insurance to everyone",2,Cancellation,0.3941493332386017
Everything is fine if you don't cost them anything otherwise they are looking for the slightest excuse to harm you for degraded technical results and are then perfect bad faith,1,Coverage,0.36729341745376587
"It's been more than two months that I was able to subscribe to a contract and despite sending all the supporting documents, I am still waiting for the green card",1,Cancellation,0.2774425148963928
I am happy with direct insurance. Nothing to say about prices. the cheapest on the market. I recommend direct insurance to everyone who does not want to spend a fortune while having good coverage.,4,Coverage,0.46081411838531494
"I am a broker, Axa is a good payer in the event of a claim, I am very satisfied with them concerning the claims of my professional customers.

Same thing for special contracts,",1,Customer Service,0.2588401436805725
"It is a shame to keep a star in minimum notation! She is in no way deserved! Let a solution then if you have subscribed to ACM ... Never fall seriously sick! I passed an expertise following my disability and reclassification. The doctor mandated by ACM, after having discriminated against me during the interview, was downright deceived of his report which I had copy! ACM response: if you dispute his report (how not to challenge it ???) that will be even longer! I'm warning you ! We will mandate the same expert, you another and the 2 will choose a 3rd being the referee !!!
Madam, I am telling you that the expert was wrong with illness! It's not mine!!! Is your answer a gag, a joke, a nightmare? There is a hidden camera somewhere ???
",3,Coverage,0.3751041889190674
They are very dangerous. This is the third time on three different contracts that they make mistakes and that I find myself without protection while I pay. Especially not go there,1,Cancellation,0.2525315284729004
"Watch out for this insurer who practices an electronic signature without ensuring who is the one who signs, especially going from agreements with a brokerage firm like Santhel in Nice",3,Coverage,0.4973817467689514
"Having terminated my contract in March 2020 I received in September a recommended for an unpaid 4.24 with threats of prosecution if not paid within 10 days.
A recommended is € 4.30
A simple letter or a telephone call would have been simpler
Now I may wait for the judicial regulations for this debt!",1,Cancellation,0.36241045594215393
"Very good insurance good customer tracking service, just a shame not to see access to the online bonus documents online quote simple and quick",5,Customer Service,0.691734790802002
"I am very satisfied with your service and thank you.
Thank you for always listening to my requests.
With all my greetings
Cordiamement",1,Customer Service,0.2763153314590454
"Customer Since September 2005, my premium went from € 23.30 in 2013, to 29.97 in 2018 (28 % in 5 years), then 33.66 in 2019 and now 39.35 in 2020, or 69 % of Increase since the origin of the contract !!!!!! When I ask why my home insurance subscription increased by 17% in 2020, and also by 12% in 2019, while the media announces increases of around 1.5 to 2.2%, possibly Up to 5% in exceptional cases, nobody answers me? I'm still waiting to receive plausible supporting documents.
I understood: the sums recovered from our contributions go to advertising and sports organizations, Allianz should do its job as an insurer, becoming more competitive and respecting its customers, instead of ""sending them to walk"", to stay polite. I'm tired of getting a walk for 3 years with their evasive answers, and again, when they deign to answer.
This opinion concerns the home insurance, while the damage I have suffered were caused by the neighboring neighbors. For the car, having no claim, I have nothing to say, but I suppose it would have been the same.
Note: I have already expressed myself on Allianz advertisements on Facebook, but you can broadcast.",4,Customer Service,0.34140098094940186
I obtained a very interesting quote for my loan insurance compared to my bank. I received my contract quickly which allowed me to conclude my real estate project in time.,2,Coverage,0.3505668044090271
"The policy of this insurer is quite unpleasant. I made an online quote and when I wanted to make sure, the price has increased by 5th and once all the documents sent, the price has increased by 5 euros, it is annoying but if it does not represent by great",1,Pricing,0.388957679271698
